date,variable,value
2013-09-02,wea,0.40991
2013-09-09,wea,0.50901
2013-09-16,wea,0.48125
2013-09-23,wea,0.56437
2013-09-30,wea,0.54081
2013-10-07,wea,0.46204
2013-10-14,wea,0.60738
2013-10-21,wea,0.93524
2013-10-28,wea,1.3638
2013-11-04,wea,1.5859
2013-11-11,wea,1.4677
2013-11-18,wea,1.7517
2013-11-25,wea,2.4834
2013-12-02,wea,2.7535
2013-12-09,wea,2.8579
2013-12-16,wea,2.6389
2013-12-23,wea,2.3328
2013-12-30,wea,2.4364
2014-01-06,wea,2.4565
2014-01-13,wea,2.0154
2014-01-20,wea,1.0409
2014-01-27,wea,1.6123
2014-02-03,wea,1.8539
2014-02-10,wea,2.0939
2014-02-17,wea,1.9371
2014-02-24,wea,1.8101
2014-03-03,wea,1.8642
2014-03-10,wea,1.9889
2014-03-17,wea,1.7254
2014-03-24,wea,1.316
2014-03-31,wea,0.6451
2014-04-07,wea,0.55178
2014-04-14,wea,0.96746
2014-04-21,wea,0.48994
2014-04-28,wea,0.75283
2014-05-05,wea,0.44846
2014-05-12,wea,1.0508
2014-05-19,wea,0.97608
2014-05-26,wea,1.1903
2014-06-02,wea,1.0333
2014-06-09,wea,1.1647
2014-06-16,wea,1.5747
2014-06-23,wea,1.9354
2014-06-30,wea,1.9762
2014-07-07,wea,1.9187
2014-07-14,wea,1.9723
2014-07-21,wea,2.0706
2014-07-28,wea,2.552
2014-08-04,wea,2.445
2014-08-11,wea,2.2743
2014-08-18,wea,2.3784
2014-08-25,wea,2.1913
2014-09-01,wea,2.3964
2014-09-08,wea,2.36
2014-09-15,wea,2.0059
2014-09-22,wea,1.772
2014-09-29,wea,1.7432
2014-10-06,wea,2.033
2014-10-13,wea,2.1381
2014-10-20,wea,2.3876
2014-10-27,wea,2.4101
2014-11-03,wea,2.1646
2014-11-10,wea,2.7222
2014-11-17,wea,2.4586
2014-11-24,wea,1.8303
2014-12-01,wea,0.62754
2014-12-08,wea,0.70873
2014-12-15,wea,1.0417
2014-12-22,wea,1.5002
2014-12-29,wea,1.6003
2015-01-05,wea,0.43232
2015-01-12,wea,0.4048
2015-01-19,wea,0.25554
2015-01-26,wea,1.0013
2015-02-02,wea,1.0805
2015-02-09,wea,0.71843
2015-02-16,wea,0.99366
2015-02-23,wea,1.1265
2015-03-02,wea,1.3096
2015-03-09,wea,1.0916
2015-03-16,wea,1.0827
2015-03-23,wea,1.5245
2015-03-30,wea,1.8821
2015-04-06,wea,1.7899
2015-04-13,wea,1.2654
2015-04-20,wea,1.3412
2015-04-27,wea,1.6662
2015-05-04,wea,2.0033
2015-05-11,wea,2.0451
2015-05-18,wea,1.1374
2015-05-25,wea,0.84702
2015-06-01,wea,1.5932
2015-06-08,wea,1.5406
2015-06-15,wea,1.5072
2015-06-22,wea,1.2195
2015-06-29,wea,1.4178
2015-07-06,wea,1.7175
2015-07-13,wea,1.1459
2015-07-20,wea,0.91217
2015-07-27,wea,0.85154
2015-08-03,wea,0.82168
2015-08-10,wea,1.1382
2015-08-17,wea,1.1905
2015-08-24,wea,1.0887
2015-08-31,wea,0.75022
2015-09-07,wea,0.52252
2015-09-14,wea,0.14382
2015-09-21,wea,1.4303
2015-09-28,wea,1.3735
2015-10-05,wea,2.5392
2015-10-12,wea,2.1446
2015-10-19,wea,2.231
2015-10-26,wea,1.8861
2015-11-02,wea,1.951
2015-11-09,wea,1.4286
2015-11-16,wea,1.2203
2015-11-23,wea,1.4478
2015-11-30,wea,2.3057
2015-12-07,wea,2.5799
2015-12-14,wea,2.7836
2015-12-21,wea,2.6609
2015-12-28,wea,3.2369
2016-01-04,wea,2.8893
2016-01-11,wea,3.0238
2016-01-18,wea,2.9213
2016-01-25,wea,3.155
2016-02-01,wea,2.5532
2016-02-08,wea,2.558
2016-02-15,wea,2.7414
2016-02-22,wea,2.5312
2016-02-29,wea,2.1582
2016-03-07,wea,2.1335
2016-03-14,wea,2.5539
2016-03-21,wea,2.3681
2016-03-28,wea,3.0814
2016-04-04,wea,2.8892
2016-04-11,wea,3.0466
2016-04-18,wea,3.2435
2016-04-25,wea,2.4452
2016-05-02,wea,1.5436
2016-05-09,wea,0.87564
2016-05-16,wea,1.6719
2016-05-23,wea,2.3787
2016-05-30,wea,1.9097
2016-06-06,wea,1.2438
2016-06-13,wea,1.1292
2016-06-20,wea,1.2398
2016-06-27,wea,1.3344
2016-07-04,wea,1.3623
2016-07-11,wea,1.6236
2016-07-18,wea,1.7287
2016-07-25,wea,1.7901
2016-08-01,wea,2.0614
2016-08-08,wea,2.0189
2016-08-15,wea,2.0851
2016-08-22,wea,2.2254
2016-08-29,wea,3.0341
2016-09-05,wea,3.1635
2016-09-12,wea,3.7706
2016-09-19,wea,2.4737
2016-09-26,wea,2.7876
2016-10-03,wea,1.0975
2016-10-10,wea,1.1002
2016-10-17,wea,0.65745
2016-10-24,wea,0.84711
2016-10-31,wea,0.9273
2016-11-07,wea,1.2575
2016-11-14,wea,1.1782
2016-11-21,wea,1.1718
2016-11-28,wea,1.1575
2016-12-05,wea,0.78697
2016-12-12,wea,0.24916
2016-12-19,wea,-0.74071
2016-12-26,wea,0.1125
2017-01-02,wea,0.38307
2017-01-09,wea,0.33105
2017-01-16,wea,0.50788
2017-01-23,wea,0.8991
2017-01-30,wea,0.83658
2017-02-06,wea,0.72323
2017-02-13,wea,0.97137
2017-02-20,wea,0.94515
2017-02-27,wea,1.108
2017-03-06,wea,0.95257
2017-03-13,wea,0.61123
2017-03-20,wea,0.38479
2017-03-27,wea,-0.24459
2017-04-03,wea,0.19094
2017-04-10,wea,0.27966
2017-04-17,wea,0.16985
2017-04-24,wea,0.15217
2017-05-01,wea,1.5843
2017-05-08,wea,3.1396
2017-05-15,wea,2.9295
2017-05-22,wea,1.8257
2017-05-29,wea,1.4734
2017-06-05,wea,2.366
2017-06-12,wea,2.606
2017-06-19,wea,2.5993
2017-06-26,wea,2.2429
2017-07-03,wea,2.2965
2017-07-10,wea,2.1
2017-07-17,wea,2.108
2017-07-24,wea,2.3719
2017-07-31,wea,2.448
2017-08-07,wea,2.6925
2017-08-14,wea,2.3845
2017-08-21,wea,1.977
2017-08-28,wea,1.8174
2017-09-04,wea,1.9036
2017-09-11,wea,1.8757
2017-09-18,wea,1.9941
2017-09-25,wea,1.7437
2017-10-02,wea,2.2928
2017-10-09,wea,2.6291
2017-10-16,wea,2.7567
2017-10-23,wea,2.5366
2017-10-30,wea,2.3818
2017-11-06,wea,2.427
2017-11-13,wea,2.5599
2017-11-20,wea,2.8118
2017-11-27,wea,2.7018
2017-12-04,wea,2.6036
2017-12-11,wea,3.0188
2017-12-18,wea,3.4394
2017-12-25,wea,3.1463
2018-01-01,wea,2.7541
2018-01-08,wea,2.5493
2018-01-15,wea,2.6787
2018-01-22,wea,2.5444
2018-01-29,wea,2.7556
2018-02-05,wea,2.8557
2018-02-12,wea,2.808
2018-02-19,wea,3.1012
2018-02-26,wea,2.6226
2018-03-05,wea,2.941
2018-03-12,wea,3.2989
2018-03-19,wea,3.4921
2018-03-26,wea,3.9053
2018-04-02,wea,3.4883
2018-04-09,wea,3.5007
2018-04-16,wea,3.7495
2018-04-23,wea,3.485
2018-04-30,wea,2.8019
2018-05-07,wea,1.9454
2018-05-14,wea,2.2662
2018-05-21,wea,3.2025
2018-05-28,wea,3.7739
2018-06-04,wea,3.0831
2018-06-11,wea,2.7042
2018-06-18,wea,2.7146
2018-06-25,wea,2.8534
2018-07-02,wea,2.8644
2018-07-09,wea,2.5608
2018-07-16,wea,2.3475
2018-07-23,wea,2.1
2018-07-30,wea,2.1213
2018-08-06,wea,1.6842
2018-08-13,wea,2.327
2018-08-20,wea,2.3746
2018-08-27,wea,2.1234
2018-09-03,wea,1.9703
2018-09-10,wea,2.1899
2018-09-17,wea,2.1567
2018-09-24,wea,2.0468
2018-10-01,wea,2.124
2018-10-08,wea,2.1463
2018-10-15,wea,2.0668
2018-10-22,wea,1.9714
2018-10-29,wea,1.9942
2018-11-05,wea,1.8663
2018-11-12,wea,1.9748
2018-11-19,wea,1.9248
2018-11-26,wea,1.9594
2018-12-03,wea,1.9312
2018-12-10,wea,1.9005
2018-12-17,wea,2.0115
2018-12-24,wea,2.0053
2019-01-07,wea,1.9462
2019-01-14,wea,1.9961
2019-01-21,wea,1.495
2019-01-28,wea,2.171
2019-02-04,wea,2.0502
2019-02-11,wea,2.0995
2019-02-18,wea,1.9377
2019-02-25,wea,2.4944
2019-03-04,wea,2.526
2019-03-11,wea,2.2381
2019-03-18,wea,2.1458
2019-03-25,wea,2.303
2019-04-01,wea,1.9422
2019-04-08,wea,2.2232
2019-04-15,wea,2.5817
2019-04-22,wea,2.4722
2019-04-29,wea,2.6171
2019-05-06,wea,2.6522
2019-05-13,wea,3.2586
2019-05-20,wea,2.8904
2019-05-27,wea,2.3706
2019-06-03,wea,2.182
2019-06-10,wea,2.0567
2019-06-17,wea,2.4816
2019-06-24,wea,2.5121
2019-07-01,wea,2.4535
2019-07-08,wea,2.1226
2019-07-15,wea,2.3183
2019-07-22,wea,2.6761
2019-07-29,wea,2.5118
2019-08-05,wea,2.1759
2019-08-12,wea,1.9591
2019-08-19,wea,1.714
2019-08-26,wea,2.093
2019-09-02,wea,2.1864
2019-09-09,wea,2.4855
2019-09-16,wea,2.2422
2019-09-23,wea,2.1467
2019-09-30,wea,2.1741
2019-10-07,wea,2.0809
2019-10-14,wea,1.8531
2019-10-21,wea,1.889
2019-10-28,wea,1.9289
2019-11-04,wea,1.7795
2019-11-11,wea,1.3629
2019-11-18,wea,1.425
2019-11-25,wea,1.4021
2019-12-02,wea,1.5272
2019-12-09,wea,1.5544
2019-12-16,wea,1.3998
2019-12-23,wea,1.2199
2019-12-30,wea,0.31368
2020-01-06,wea,0.70514
2020-01-13,wea,0.27944
2020-01-20,wea,-0.20376
2020-01-27,wea,0.95481
2020-02-03,wea,1.1748
2020-02-10,wea,1.0592
2020-02-17,wea,1.0373
2020-02-24,wea,0.43537
2020-03-02,wea,-0.025191
2020-03-09,wea,0.0062367
2020-03-16,wea,0.25345
2020-03-23,wea,-1.8424
2020-03-30,wea,-3.4917
2020-04-06,wea,-4.6684
2020-04-13,wea,-7.5386
2020-04-20,wea,-9.4428
2020-04-27,wea,-8.8785
2020-05-04,wea,-7.0344
2020-05-11,wea,-5.5422
2020-05-18,wea,-5.4406
2020-05-25,wea,-6.1265
2020-06-01,wea,-4.8587
2020-06-08,wea,-5.4928
2020-06-15,wea,-4.4291
2020-06-22,wea,-4.3575
2020-06-29,wea,-4.0942
2020-07-06,wea,-3.7725
2020-07-13,wea,-3.1471
2020-07-20,wea,-3.1552
2020-07-27,wea,-3.0651
2020-08-03,wea,-2.415
2020-08-10,wea,-1.3871
2020-08-17,wea,-1.3888
2020-08-24,wea,-1.7438
2020-08-31,wea,-1.8445
2020-09-07,wea,-1.6533
2020-09-14,wea,-2.3975
2020-09-21,wea,-2.2139
2020-09-28,wea,-2.63
2020-10-05,wea,-1.361
2020-10-12,wea,-1.8891
2020-10-19,wea,-1.8784
2020-10-26,wea,-2.1248
2020-11-02,wea,-1.4038
2020-11-09,wea,-1.1636
2020-11-16,wea,-1.4154
2020-11-23,wea,-1.3287
2020-11-30,wea,-1.4802
2020-12-07,wea,-1.2027
2020-12-14,wea,-1.3616
2020-12-21,wea,-1.3656
2020-12-28,wea,-0.87999
2021-01-04,wea,-1.0543
2021-01-11,wea,-1.1756
2021-01-18,wea,-1.5407
2021-01-25,wea,-1.7614
2021-02-01,wea,-2.3807
2021-02-08,wea,-2.5527
2021-02-15,wea,-1.8781
2021-02-22,wea,-0.69846
2021-03-01,wea,0.91418
2021-03-08,wea,0.90282
2021-03-15,wea,1.6564
2021-03-22,wea,2.8173
2021-03-29,wea,5.0135
2021-04-05,wea,8.8998
2021-04-12,wea,9.8994
2021-04-19,wea,10.324
2021-04-26,wea,10.041
2021-05-03,wea,9.5179
2021-05-10,wea,8.2875
2021-05-17,wea,9.2187
2021-05-24,wea,8.219
2021-05-31,wea,7.8191
2021-06-07,wea,7.482
2021-06-14,wea,7.1103
2021-06-21,wea,6.1906
2021-06-28,wea,5.8834
2021-07-05,wea,5.4761
2021-07-12,wea,4.6221
2021-07-19,wea,4.2809
2021-07-26,wea,4.1091
2021-08-02,wea,4.0991
2021-08-09,wea,4.1474
2021-08-16,wea,3.3745
2021-08-23,wea,4.0338
2021-08-30,wea,4.0267
2021-09-06,wea,4.0951
2021-09-13,wea,4.5826
2021-09-20,wea,4.3093
2021-09-27,wea,3.9796
2021-10-04,wea,4.3816
2021-10-11,wea,4.3418
2021-10-18,wea,3.9532
2021-10-25,wea,3.9459
2021-11-01,wea,4.1102
2021-11-08,wea,3.6074
2021-11-15,wea,4.0696
2021-11-22,wea,4.1264
2021-11-29,wea,4.6164
2021-12-06,wea,4.1468
2021-12-13,wea,2.6603
2021-12-20,wea,3.0738
2021-12-27,wea,3.3221
2022-01-03,wea,3.2377
2022-01-10,wea,2.7619
2022-01-17,wea,3.6779
2022-01-24,wea,3.6267
2022-01-31,wea,4.6879
2022-02-07,wea,5.2278
2022-02-14,wea,4.0822
2022-02-21,wea,3.9046
2022-02-28,wea,4.7588
2022-03-07,wea,2.4487
2022-03-14,wea,2.5049
2022-03-21,wea,1.996
2022-03-28,wea,2.0208
2022-04-04,wea,2.7191
2022-04-11,wea,2.5169
2022-04-18,wea,2.6615
2022-04-25,wea,2.6361
2022-05-02,wea,2.1973
2022-05-09,wea,2.8901
2022-05-16,wea,2.3292
2022-05-23,wea,2.9615
2022-05-30,wea,2.7151
2022-06-06,wea,
2022-06-13,wea,
2022-06-20,wea,
2022-06-27,wea,
2007-01-01,wei,
2007-01-08,wei,
2007-01-15,wei,
2007-01-22,wei,
2007-01-29,wei,
2007-02-05,wei,
2007-02-12,wei,
2007-02-19,wei,
2007-02-26,wei,
2007-03-05,wei,
2007-03-12,wei,
2007-03-19,wei,
2007-03-26,wei,
2007-04-02,wei,
2007-04-09,wei,
2007-04-16,wei,
2007-04-23,wei,
2007-04-30,wei,
2007-05-07,wei,
2007-05-14,wei,
2007-05-21,wei,
2007-05-28,wei,
2007-06-04,wei,
2007-06-11,wei,
2007-06-18,wei,
2007-06-25,wei,
2007-07-02,wei,
2007-07-09,wei,
2007-07-16,wei,
2007-07-23,wei,
2007-07-30,wei,
2007-08-06,wei,
2007-08-13,wei,
2007-08-20,wei,
2007-08-27,wei,
2007-09-03,wei,
2007-09-10,wei,
2007-09-17,wei,
2007-09-24,wei,
2007-10-01,wei,
2007-10-08,wei,
2007-10-15,wei,
2007-10-22,wei,
2007-10-29,wei,
2007-11-05,wei,
2007-11-12,wei,
2007-11-19,wei,
2007-11-26,wei,
2007-12-03,wei,
2007-12-10,wei,
2007-12-17,wei,
2007-12-24,wei,
2008-01-07,wei,1.6
2008-01-14,wei,1.57
2008-01-21,wei,1.52
2008-01-28,wei,0.98
2008-02-04,wei,0.68
2008-02-11,wei,0.64
2008-02-18,wei,1.18
2008-02-25,wei,0.97
2008-03-03,wei,1
2008-03-10,wei,0.48
2008-03-17,wei,0.75
2008-03-24,wei,0.79
2008-03-31,wei,1.26
2008-04-07,wei,1.19
2008-04-14,wei,0.93
2008-04-21,wei,1.06
2008-04-28,wei,0.58
2008-05-05,wei,0.56
2008-05-12,wei,0.6
2008-05-19,wei,0.47
2008-05-26,wei,0.42
2008-06-02,wei,0.36
2008-06-09,wei,0.62
2008-06-16,wei,0.43
2008-06-23,wei,0.06
2008-06-30,wei,0.56
2008-07-07,wei,0.75
2008-07-14,wei,0.32
2008-07-21,wei,0.25
2008-07-28,wei,0.4
2008-08-04,wei,0.44
2008-08-11,wei,0.22
2008-08-18,wei,-0.05
2008-08-25,wei,0.01
2008-09-01,wei,0.23
2008-09-08,wei,0.08
2008-09-15,wei,-0.28
2008-09-22,wei,-0.62
2008-09-29,wei,-0.81
2008-10-06,wei,-0.89
2008-10-13,wei,-0.99
2008-10-20,wei,-1.03
2008-10-27,wei,-1
2008-11-03,wei,-1.09
2008-11-10,wei,-1.78
2008-11-17,wei,-2.16
2008-11-24,wei,-1.03
2008-12-01,wei,-3.18
2008-12-08,wei,-2.69
2008-12-15,wei,-2.61
2008-12-22,wei,-3.41
2008-12-29,wei,-3.46
2009-01-05,wei,-3.87
2009-01-12,wei,-3.58
2009-01-19,wei,-3.53
2009-01-26,wei,-3.27
2009-02-02,wei,-3.56
2009-02-09,wei,-3.45
2009-02-16,wei,-3.99
2009-02-23,wei,-4.14
2009-03-02,wei,-4.36
2009-03-09,wei,-3.82
2009-03-16,wei,-3.82
2009-03-23,wei,-3.42
2009-03-30,wei,-4.03
2009-04-06,wei,-3.76
2009-04-13,wei,-3.85
2009-04-20,wei,-4.08
2009-04-27,wei,-3.76
2009-05-04,wei,-3.71
2009-05-11,wei,-3.84
2009-05-18,wei,-3.75
2009-05-25,wei,-3.67
2009-06-01,wei,-3.85
2009-06-08,wei,-4.21
2009-06-15,wei,-4.1
2009-06-22,wei,-3.8
2009-06-29,wei,-4.03
2009-07-06,wei,-3.66
2009-07-13,wei,-4.07
2009-07-20,wei,-3.8
2009-07-27,wei,-3.96
2009-08-03,wei,-3.71
2009-08-10,wei,-3.57
2009-08-17,wei,-3.05
2009-08-24,wei,-2.99
2009-08-31,wei,-3.01
2009-09-07,wei,-2.35
2009-09-14,wei,-2.89
2009-09-21,wei,-2.05
2009-09-28,wei,-1.94
2009-10-05,wei,-1.74
2009-10-12,wei,-1.39
2009-10-19,wei,-1.26
2009-10-26,wei,-1
2009-11-02,wei,-0.7
2009-11-09,wei,-0.31
2009-11-16,wei,0.19
2009-11-23,wei,0.52
2009-11-30,wei,1.08
2009-12-07,wei,0.84
2009-12-14,wei,1.09
2009-12-21,wei,2.1
2009-12-28,wei,2.33
2010-01-04,wei,1.82
2010-01-11,wei,1.86
2010-01-18,wei,1.65
2010-01-25,wei,2.15
2010-02-01,wei,2.46
2010-02-08,wei,2.61
2010-02-15,wei,3.27
2010-02-22,wei,3.55
2010-03-01,wei,3.57
2010-03-08,wei,3.54
2010-03-15,wei,3.39
2010-03-22,wei,4.01
2010-03-29,wei,3.59
2010-04-05,wei,3.89
2010-04-12,wei,3.97
2010-04-19,wei,4
2010-04-26,wei,4.31
2010-05-03,wei,4.49
2010-05-10,wei,4.35
2010-05-17,wei,4
2010-05-24,wei,5.07
2010-05-31,wei,4.21
2010-06-07,wei,4.26
2010-06-14,wei,4.38
2010-06-21,wei,4.3
2010-06-28,wei,4.76
2010-07-05,wei,3.66
2010-07-12,wei,3.93
2010-07-19,wei,4.37
2010-07-26,wei,3.99
2010-08-02,wei,3.9
2010-08-09,wei,3.8
2010-08-16,wei,3.85
2010-08-23,wei,3.69
2010-08-30,wei,4.01
2010-09-06,wei,3.66
2010-09-13,wei,3.47
2010-09-20,wei,3.71
2010-09-27,wei,3.33
2010-10-04,wei,3.01
2010-10-11,wei,3.27
2010-10-18,wei,3.51
2010-10-25,wei,3.32
2010-11-01,wei,3.32
2010-11-08,wei,3.21
2010-11-15,wei,3.06
2010-11-22,wei,3.32
2010-11-29,wei,3.56
2010-12-06,wei,3.24
2010-12-13,wei,3.09
2010-12-20,wei,4.26
2010-12-27,wei,3.49
2011-01-03,wei,3.1
2011-01-10,wei,3.08
2011-01-17,wei,3.16
2011-01-24,wei,3.14
2011-01-31,wei,2.7
2011-02-07,wei,3.26
2011-02-14,wei,2.84
2011-02-21,wei,2.58
2011-02-28,wei,2.69
2011-03-07,wei,2.77
2011-03-14,wei,2.82
2011-03-21,wei,2.52
2011-03-28,wei,2.79
2011-04-04,wei,2.83
2011-04-11,wei,2.72
2011-04-18,wei,2.64
2011-04-25,wei,2.21
2011-05-02,wei,1.82
2011-05-09,wei,2.29
2011-05-16,wei,2.17
2011-05-23,wei,1.99
2011-05-30,wei,2.22
2011-06-06,wei,2.15
2011-06-13,wei,2.07
2011-06-20,wei,1.74
2011-06-27,wei,2.23
2011-07-04,wei,2.02
2011-07-11,wei,1.95
2011-07-18,wei,1.95
2011-07-25,wei,2.33
2011-08-01,wei,2.35
2011-08-08,wei,1.72
2011-08-15,wei,1.71
2011-08-22,wei,2.02
2011-08-29,wei,1.85
2011-09-05,wei,1.81
2011-09-12,wei,1.83
2011-09-19,wei,1.63
2011-09-26,wei,2.11
2011-10-03,wei,2.17
2011-10-10,wei,1.97
2011-10-17,wei,1.61
2011-10-24,wei,2.02
2011-10-31,wei,1.93
2011-11-07,wei,2.01
2011-11-14,wei,1.94
2011-11-21,wei,1.85
2011-11-28,wei,1.67
2011-12-05,wei,1.43
2011-12-12,wei,2.05
2011-12-19,wei,2.18
2011-12-26,wei,1.56
2012-01-02,wei,1.19
2012-01-09,wei,1.36
2012-01-16,wei,1.74
2012-01-23,wei,1.13
2012-01-30,wei,1.39
2012-02-06,wei,1.41
2012-02-13,wei,1.46
2012-02-20,wei,1.68
2012-02-27,wei,1.56
2012-03-05,wei,1.74
2012-03-12,wei,1.36
2012-03-19,wei,1.82
2012-03-26,wei,2.03
2012-04-02,wei,2.08
2012-04-09,wei,2.02
2012-04-16,wei,1.94
2012-04-23,wei,2.29
2012-04-30,wei,2.64
2012-05-07,wei,2.08
2012-05-14,wei,2.05
2012-05-21,wei,2.34
2012-05-28,wei,1.9
2012-06-04,wei,1.87
2012-06-11,wei,1.9
2012-06-18,wei,2.09
2012-06-25,wei,2.2
2012-07-02,wei,2.23
2012-07-09,wei,1.89
2012-07-16,wei,1.66
2012-07-23,wei,1.79
2012-07-30,wei,2.04
2012-08-06,wei,2.24
2012-08-13,wei,1.88
2012-08-20,wei,1.62
2012-08-27,wei,2.17
2012-09-03,wei,2.38
2012-09-10,wei,2.04
2012-09-17,wei,1.95
2012-09-24,wei,2.08
2012-10-01,wei,1.98
2012-10-08,wei,2.13
2012-10-15,wei,1.96
2012-10-22,wei,1.84
2012-10-29,wei,1.22
2012-11-05,wei,1.71
2012-11-12,wei,1.93
2012-11-19,wei,2.27
2012-11-26,wei,1.96
2012-12-03,wei,1.46
2012-12-10,wei,1.96
2012-12-17,wei,2.22
2012-12-24,wei,2.05
2013-01-07,wei,2.26
2013-01-14,wei,2.58
2013-01-21,wei,2.37
2013-01-28,wei,2.47
2013-02-04,wei,2.32
2013-02-11,wei,1.92
2013-02-18,wei,2.1
2013-02-25,wei,1.99
2013-03-04,wei,1.97
2013-03-11,wei,1.71
2013-03-18,wei,1.84
2013-03-25,wei,1.86
2013-04-01,wei,1.58
2013-04-08,wei,1.55
2013-04-15,wei,1.42
2013-04-22,wei,1.69
2013-04-29,wei,1.37
2013-05-06,wei,1.18
2013-05-13,wei,1.46
2013-05-20,wei,1.84
2013-05-27,wei,1.4
2013-06-03,wei,1.88
2013-06-10,wei,1.53
2013-06-17,wei,2.08
2013-06-24,wei,1.94
2013-07-01,wei,2.19
2013-07-08,wei,1.98
2013-07-15,wei,2.02
2013-07-22,wei,2.36
2013-07-29,wei,1.89
2013-08-05,wei,1.85
2013-08-12,wei,1.84
2013-08-19,wei,1.94
2013-08-26,wei,2.27
2013-09-02,wei,2.49
2013-09-09,wei,2.39
2013-09-16,wei,2.62
2013-09-23,wei,2.17
2013-09-30,wei,2.04
2013-10-07,wei,2.24
2013-10-14,wei,1.94
2013-10-21,wei,1.87
2013-10-28,wei,2.43
2013-11-04,wei,3.01
2013-11-11,wei,2.13
2013-11-18,wei,2.27
2013-11-25,wei,3.51
2013-12-02,wei,1.92
2013-12-09,wei,1.88
2013-12-16,wei,2.17
2013-12-23,wei,2.58
2013-12-30,wei,2.37
2014-01-06,wei,1.88
2014-01-13,wei,1.34
2014-01-20,wei,1.44
2014-01-27,wei,2.01
2014-02-03,wei,1.86
2014-02-10,wei,1.69
2014-02-17,wei,1.79
2014-02-24,wei,1.93
2014-03-03,wei,2.14
2014-03-10,wei,2.51
2014-03-17,wei,2.66
2014-03-24,wei,2.51
2014-03-31,wei,2.66
2014-04-07,wei,2.63
2014-04-14,wei,2.49
2014-04-21,wei,2.11
2014-04-28,wei,2.52
2014-05-05,wei,2.62
2014-05-12,wei,2.73
2014-05-19,wei,2.21
2014-05-26,wei,2.54
2014-06-02,wei,2.48
2014-06-09,wei,2.38
2014-06-16,wei,2.27
2014-06-23,wei,2.22
2014-06-30,wei,1.89
2014-07-07,wei,2.73
2014-07-14,wei,2.29
2014-07-21,wei,1.85
2014-07-28,wei,2.3
2014-08-04,wei,2.69
2014-08-11,wei,2.43
2014-08-18,wei,2.32
2014-08-25,wei,2.44
2014-09-01,wei,2.57
2014-09-08,wei,2.38
2014-09-15,wei,2.22
2014-09-22,wei,2.44
2014-09-29,wei,2.43
2014-10-06,wei,2.42
2014-10-13,wei,2.68
2014-10-20,wei,2.56
2014-10-27,wei,2.47
2014-11-03,wei,2.3
2014-11-10,wei,2.47
2014-11-17,wei,2.43
2014-11-24,wei,2.71
2014-12-01,wei,2.71
2014-12-08,wei,2.91
2014-12-15,wei,2.79
2014-12-22,wei,3.07
2014-12-29,wei,3.2
2015-01-05,wei,2.3
2015-01-12,wei,2.94
2015-01-19,wei,2.85
2015-01-26,wei,2.28
2015-02-02,wei,2.4
2015-02-09,wei,2.39
2015-02-16,wei,2.86
2015-02-23,wei,2.57
2015-03-02,wei,2.13
2015-03-09,wei,1.93
2015-03-16,wei,2.11
2015-03-23,wei,2.01
2015-03-30,wei,2.18
2015-04-06,wei,2.07
2015-04-13,wei,1.85
2015-04-20,wei,2.13
2015-04-27,wei,2.07
2015-05-04,wei,1.94
2015-05-11,wei,1.85
2015-05-18,wei,1.91
2015-05-25,wei,1.66
2015-06-01,wei,1.35
2015-06-08,wei,1.85
2015-06-15,wei,1.86
2015-06-22,wei,1.8
2015-06-29,wei,1.72
2015-07-06,wei,1.61
2015-07-13,wei,1.44
2015-07-20,wei,2
2015-07-27,wei,1.58
2015-08-03,wei,1.72
2015-08-10,wei,1.73
2015-08-17,wei,2.13
2015-08-24,wei,1.61
2015-08-31,wei,1.21
2015-09-07,wei,2.03
2015-09-14,wei,1.18
2015-09-21,wei,1.69
2015-09-28,wei,1.51
2015-10-05,wei,1.7
2015-10-12,wei,1.27
2015-10-19,wei,1.59
2015-10-26,wei,1.4
2015-11-02,wei,1.24
2015-11-09,wei,1.09
2015-11-16,wei,0.84
2015-11-23,wei,0.35
2015-11-30,wei,0.97
2015-12-07,wei,1.13
2015-12-14,wei,0.26
2015-12-21,wei,0.45
2015-12-28,wei,0.61
2016-01-04,wei,0.17
2016-01-11,wei,0.39
2016-01-18,wei,0.62
2016-01-25,wei,0.73
2016-02-01,wei,0.91
2016-02-08,wei,1.05
2016-02-15,wei,1.14
2016-02-22,wei,0.85
2016-02-29,wei,1.15
2016-03-07,wei,0.7
2016-03-14,wei,0.68
2016-03-21,wei,0.49
2016-03-28,wei,0.72
2016-04-04,wei,1.17
2016-04-11,wei,1.08
2016-04-18,wei,0.9
2016-04-25,wei,1.26
2016-05-02,wei,0.91
2016-05-09,wei,1.31
2016-05-16,wei,1.04
2016-05-23,wei,2.17
2016-05-30,wei,0.96
2016-06-06,wei,1.28
2016-06-13,wei,1.37
2016-06-20,wei,1.42
2016-06-27,wei,2.09
2016-07-04,wei,0.87
2016-07-11,wei,1.3
2016-07-18,wei,1.66
2016-07-25,wei,1.52
2016-08-01,wei,1.69
2016-08-08,wei,1.31
2016-08-15,wei,1.45
2016-08-22,wei,1.52
2016-08-29,wei,1.4
2016-09-05,wei,1.3
2016-09-12,wei,1.33
2016-09-19,wei,1.3
2016-09-26,wei,1.59
2016-10-03,wei,1.61
2016-10-10,wei,1.35
2016-10-17,wei,1.42
2016-10-24,wei,1.66
2016-10-31,wei,1.85
2016-11-07,wei,1.69
2016-11-14,wei,2.09
