"","date","fuelType","nuts2","priceMean","n"
"3062","2021-06-04","SUP","W",1.24628571428571,147
"3063","2021-06-04","DIE","N",1.16964476021314,563
"3064","2021-06-04","SUP","N",1.23965158371041,442
"3065","2021-06-04","DIE","B",1.1543515625,128
"3066","2021-06-04","SUP","B",1.23262765957447,94
"3067","2021-06-04","DIE","O",1.16875952380952,420
"3068","2021-06-04","SUP","O",1.24334316353888,373
"3069","2021-06-04","DIE","Sa",1.17231111111111,135
"3070","2021-06-04","SUP","Sa",1.23164566929134,127
"3071","2021-06-04","DIE","T",1.18818552036199,221
"3072","2021-06-04","SUP","T",1.26660765550239,209
"3073","2021-06-04","DIE","V",1.18066666666667,75
"3074","2021-06-04","SUP","V",1.24702702702703,74
"3075","2021-06-04","DIE","St",1.14883597883598,378
"3076","2021-06-04","SUP","St",1.22342151162791,344
"3077","2021-06-04","DIE","K",1.15826388888889,144
"3078","2021-06-04","SUP","K",1.2319014084507,142
"3079","2021-06-04","DIE",NA,1.16641878402904,2204
"3080","2021-06-04","SUP",NA,1.23973924180328,1952
"3081","2021-06-05","DIE","W",1.17635211267606,142
"3082","2021-06-05","SUP","W",1.2556275862069,145
"3083","2021-06-05","DIE","N",1.17533868092691,561
"3084","2021-06-05","SUP","N",1.24477149321267,442
"3085","2021-06-05","DIE","B",1.15818320610687,131
"3086","2021-06-05","SUP","B",1.23522448979592,98
"3087","2021-06-05","SUP","O",1.24999735449735,378
"3088","2021-06-05","DIE","O",1.17332860520095,423
"3089","2021-06-05","DIE","Sa",1.18183571428571,140
"3090","2021-06-05","SUP","Sa",1.24402222222222,135
"3091","2021-06-05","DIE","T",1.18961835748792,207
"3092","2021-06-05","SUP","T",1.26917587939698,199
"3093","2021-06-05","DIE","V",1.19227160493827,81
"3094","2021-06-05","SUP","V",1.2685375,80
"3095","2021-06-05","DIE","St",1.15219672131147,366
"3096","2021-06-05","SUP","St",1.2257303030303,330
"3097","2021-06-05","DIE","K",1.15823943661972,142
"3098","2021-06-05","SUP","K",1.2344598540146,137
"3099","2021-06-05","DIE",NA,1.17141039671683,2193
"3100","2021-06-05","SUP",NA,1.24558127572016,1944
"3101","2021-06-06","DIE","W",1.17036241610738,149
"3102","2021-06-06","SUP","W",1.24623287671233,146
"3103","2021-06-06","DIE","N",1.17225618374558,566
"3104","2021-06-06","SUP","N",1.24044117647059,442
"3105","2021-06-06","DIE","B",1.15685714285714,133
"3106","2021-06-06","SUP","B",1.23287755102041,98
"3107","2021-06-06","SUP","O",1.24472513089005,382
"3108","2021-06-06","DIE","O",1.16989311163896,421
"3109","2021-06-06","DIE","Sa",1.17592907801418,141
"3110","2021-06-06","SUP","Sa",1.23551162790698,129
"3111","2021-06-06","DIE","T",1.18297706422018,218
"3112","2021-06-06","SUP","T",1.25876442307692,208
"3113","2021-06-06","DIE","V",1.1822972972973,74
"3114","2021-06-06","SUP","V",1.25545454545454,77
"3115","2021-06-06","DIE","St",1.14861246612466,369
"3116","2021-06-06","SUP","St",1.22340588235294,340
"3117","2021-06-06","DIE","K",1.15520979020979,143
"3118","2021-06-06","SUP","K",1.22689705882353,136
"3119","2021-06-06","DIE",NA,1.16733785004517,2214
"3120","2021-06-06","SUP",NA,1.23964351378958,1958
"3121","2021-06-07","DIE","W",1.16250694444444,144
"3122","2021-06-07","SUP","W",1.23985135135135,148
"3123","2021-06-07","DIE","N",1.16765663716814,565
"3124","2021-06-07","SUP","N",1.23402267573696,441
"3125","2021-06-07","DIE","B",1.15513432835821,134
"3126","2021-06-07","SUP","B",1.22820202020202,99
"3127","2021-06-07","SUP","O",1.23536193029491,373
"3128","2021-06-07","DIE","O",1.16178554216867,415
"3129","2021-06-07","DIE","Sa",1.16934285714286,140
"3130","2021-06-07","SUP","Sa",1.22605384615385,130
"3131","2021-06-07","DIE","T",1.17677884615385,208
"3132","2021-06-07","SUP","T",1.24894974874372,199
"3133","2021-06-07","DIE","V",1.17705,80
"3134","2021-06-07","SUP","V",1.2444125,80
"3135","2021-06-07","DIE","St",1.1458948787062,371
"3136","2021-06-07","SUP","St",1.2197223880597,335
"3137","2021-06-07","DIE","K",1.15120547945205,146
"3138","2021-06-07","SUP","K",1.22025362318841,138
"3139","2021-06-07","DIE",NA,1.16200680889696,2203
"3140","2021-06-07","SUP",NA,1.23240710241894,1943
"3141","2021-06-08","DIE","W",1.178875,144
"3142","2021-06-08","SUP","W",1.25500684931507,146
"3143","2021-06-08","DIE","N",1.17435842293907,558
"3144","2021-06-08","SUP","N",1.24326206896552,435
"3145","2021-06-08","DIE","B",1.15738333333333,120
"3146","2021-06-08","SUP","B",1.2356,95
"3147","2021-06-08","DIE","O",1.17029761904762,420
"3148","2021-06-08","SUP","O",1.24226933333334,375
"3149","2021-06-08","DIE","Sa",1.18026277372263,137
"3150","2021-06-08","SUP","Sa",1.2412734375,128
"3151","2021-06-08","DIE","T",1.1917476635514,214
"3152","2021-06-08","SUP","T",1.26513526570048,207
"3153","2021-06-08","DIE","V",1.199625,80
"3154","2021-06-08","SUP","V",1.25822666666667,75
"3155","2021-06-08","DIE","St",1.15398659517426,373
"3156","2021-06-08","SUP","St",1.23154054054054,333
"3157","2021-06-08","DIE","K",1.15760992907801,141
"3158","2021-06-08","SUP","K",1.227,135
"3159","2021-06-08","DIE",NA,1.17138591678098,2187
"3160","2021-06-08","SUP",NA,1.24321617418351,1929
"3161","2021-06-09","DIE","W",1.18350354609929,141
"3162","2021-06-09","SUP","W",1.25166206896552,145
"3163","2021-06-09","DIE","N",1.17822323049002,551
"3164","2021-06-09","SUP","N",1.24490909090909,429
"3165","2021-06-09","DIE","B",1.15970731707317,123
"3166","2021-06-09","SUP","B",1.23629213483146,89
"3167","2021-06-09","DIE","O",1.17739047619047,420
"3168","2021-06-09","SUP","O",1.24869210526316,380
"3169","2021-06-09","DIE","Sa",1.1828865248227,141
"3170","2021-06-09","SUP","Sa",1.25240875912409,137
"3171","2021-06-09","DIE","T",1.2042358490566,212
"3172","2021-06-09","SUP","T",1.27693896713615,213
"3173","2021-06-09","DIE","V",1.202,84
"3174","2021-06-09","SUP","V",1.26438461538462,78
"3175","2021-06-09","DIE","St",1.15851912568306,366
"3176","2021-06-09","SUP","St",1.23348367952522,337
"3177","2021-06-09","DIE","K",1.16269014084507,142
"3178","2021-06-09","SUP","K",1.23829850746269,134
"3179","2021-06-09","DIE",NA,1.1767871559633,2180
"3180","2021-06-09","SUP",NA,1.24814418125644,1942
"3181","2021-06-10","DIE","W",1.18684137931034,145
"3182","2021-06-10","SUP","W",1.25225,144
"3183","2021-06-10","DIE","N",1.18068861209964,562
"3184","2021-06-10","SUP","N",1.24665654205607,428
"3185","2021-06-10","DIE","B",1.15998333333333,120
"3186","2021-06-10","SUP","B",1.23630769230769,91
"3187","2021-06-10","DIE","O",1.17705839416058,411
"3188","2021-06-10","SUP","O",1.24939295392954,369
"3189","2021-06-10","DIE","Sa",1.17949264705882,136
"3190","2021-06-10","SUP","Sa",1.249328125,128
"3191","2021-06-10","DIE","T",1.20087096774194,217
"3192","2021-06-10","SUP","T",1.27691747572815,206
"3193","2021-06-10","DIE","V",1.19341333333333,75
"3194","2021-06-10","SUP","V",1.25918666666667,75
"3195","2021-06-10","DIE","St",1.16234959349594,369
"3196","2021-06-10","SUP","St",1.23655555555556,333
"3197","2021-06-10","DIE","K",1.16702054794521,146
"3198","2021-06-10","SUP","K",1.24810638297872,141
"3199","2021-06-10","DIE",NA,1.17762769371848,2181
"3200","2021-06-10","SUP",NA,1.24938746736292,1915
"3201","2021-06-11","DIE","W",1.1922323943662,142
"3202","2021-06-11","SUP","W",1.25917931034483,145
"3203","2021-06-11","DIE","N",1.18443057996485,569
"3204","2021-06-11","SUP","N",1.25191034482759,435
"3205","2021-06-11","DIE","B",1.16281818181818,121
"3206","2021-06-11","SUP","B",1.24303092783505,97
"3207","2021-06-11","DIE","O",1.1818,410
"3208","2021-06-11","SUP","O",1.25070509383378,373
"3209","2021-06-11","DIE","Sa",1.184,137
"3210","2021-06-11","SUP","Sa",1.24967669172932,133
"3211","2021-06-11","DIE","T",1.20739234449761,209
"3212","2021-06-11","SUP","T",1.28121739130435,207
"3213","2021-06-11","DIE","V",1.20187804878049,82
"3214","2021-06-11","SUP","V",1.267425,80
"3215","2021-06-11","DIE","St",1.16406593406593,364
"3216","2021-06-11","SUP","St",1.23828086419753,324
"3217","2021-06-11","DIE","K",1.16942068965517,145
"3218","2021-06-11","SUP","K",1.25056737588652,141
"3219","2021-06-11","DIE",NA,1.18167508031207,2179
"3220","2021-06-11","SUP",NA,1.25302067183463,1935
"3221","2021-06-12","DIE","W",1.19393197278912,147
"3222","2021-06-12","SUP","W",1.25393055555556,144
"3223","2021-06-12","DIE","N",1.18508333333333,552
"3224","2021-06-12","SUP","N",1.24983257918552,442
"3225","2021-06-12","DIE","B",1.16640650406504,123
"3226","2021-06-12","SUP","B",1.2419347826087,92
"3227","2021-06-12","DIE","O",1.1848029925187,401
"3228","2021-06-12","SUP","O",1.25257452574526,369
"3229","2021-06-12","DIE","Sa",1.18994852941177,136
"3230","2021-06-12","SUP","Sa",1.25580434782609,138
"3231","2021-06-12","DIE","T",1.21256422018349,218
"3232","2021-06-12","SUP","T",1.28357487922705,207
"3233","2021-06-12","DIE","V",1.20244736842105,76
"3234","2021-06-12","SUP","V",1.26638666666667,75
"3235","2021-06-12","DIE","St",1.16520708446867,367
"3236","2021-06-12","SUP","St",1.24120489296636,327
"3237","2021-06-12","DIE","K",1.17116428571429,140
"3238","2021-06-12","SUP","K",1.24782978723404,141
"3239","2021-06-12","DIE",NA,1.18398148148148,2160
"3240","2021-06-12","SUP",NA,1.25335813953488,1935
"3241","2021-06-13","DIE","W",1.1901038961039,154
"3242","2021-06-13","SUP","W",1.2506,150
"3243","2021-06-13","DIE","N",1.18144972577697,547
"3244","2021-06-13","SUP","N",1.24303416856492,439
"3245","2021-06-13","DIE","B",1.16547154471545,123
"3246","2021-06-13","SUP","B",1.24133684210526,95
"3247","2021-06-13","DIE","O",1.18119660194175,412
"3248","2021-06-13","SUP","O",1.24781627296588,381
"3249","2021-06-13","DIE","Sa",1.17976086956522,138
"3250","2021-06-13","SUP","Sa",1.24344360902256,133
"3251","2021-06-13","DIE","T",1.20508095238095,210
"3252","2021-06-13","SUP","T",1.27499024390244,205
"3253","2021-06-13","DIE","V",1.19702469135802,81
"3254","2021-06-13","SUP","V",1.25077027027027,74
"3255","2021-06-13","DIE","St",1.1610433604336,369
"3256","2021-06-13","SUP","St",1.23452252252252,333
"3257","2021-06-13","DIE","K",1.16491095890411,146
"3258","2021-06-13","SUP","K",1.23780434782609,138
"3259","2021-06-13","DIE",NA,1.17929816513761,2180
"3260","2021-06-13","SUP",NA,1.24632854209446,1948
"3261","2021-06-14","DIE","W",1.18037086092715,151
"3262","2021-06-14","SUP","W",1.2395,148
"3263","2021-06-14","DIE","N",1.17732486388385,551
"3264","2021-06-14","SUP","N",1.23640415704388,433
"3265","2021-06-14","DIE","B",1.164256,125
"3266","2021-06-14","SUP","B",1.23743617021277,94
"3267","2021-06-14","DIE","O",1.1759217603912,409
"3268","2021-06-14","SUP","O",1.2408164893617,376
"3269","2021-06-14","DIE","Sa",1.17769285714286,140
"3270","2021-06-14","SUP","Sa",1.23675968992248,129
"3271","2021-06-14","DIE","T",1.19595964125561,223
"3272","2021-06-14","SUP","T",1.26205188679245,212
"3273","2021-06-14","DIE","V",1.1894625,80
"3274","2021-06-14","SUP","V",1.24188157894737,76
"3275","2021-06-14","DIE","St",1.1583672922252,373
"3276","2021-06-14","SUP","St",1.2287380952381,336
"3277","2021-06-14","DIE","K",1.16167361111111,144
"3278","2021-06-14","SUP","K",1.2322,140
"3279","2021-06-14","DIE",NA,1.17464071038251,2196
"3280","2021-06-14","SUP",NA,1.23895010288066,1944
"3281","2021-06-15","DIE","W",1.18705555555556,144
"3282","2021-06-15","SUP","W",1.24618120805369,149
"3283","2021-06-15","DIE","N",1.18505871559633,545
"3284","2021-06-15","SUP","N",1.24656712962963,432
"3285","2021-06-15","DIE","B",1.16804761904762,126
"3286","2021-06-15","SUP","B",1.24258163265306,98
"3287","2021-06-15","DIE","O",1.17944852941177,408
"3288","2021-06-15","SUP","O",1.24895174262735,373
"3289","2021-06-15","DIE","Sa",1.18037313432836,134
"3290","2021-06-15","SUP","Sa",1.24543609022556,133
"3291","2021-06-15","DIE","T",1.20565777777778,225
"3292","2021-06-15","SUP","T",1.26901941747573,206
"3293","2021-06-15","DIE","V",1.19851315789474,76
"3294","2021-06-15","SUP","V",1.26156,75
"3295","2021-06-15","DIE","St",1.16477445652174,368
"3296","2021-06-15","SUP","St",1.23756417910448,335
"3297","2021-06-15","DIE","K",1.17339007092199,141
"3298","2021-06-15","SUP","K",1.24594814814815,135
"3299","2021-06-15","DIE",NA,1.18126303645593,2167
"3300","2021-06-15","SUP",NA,1.24808626033058,1936
"3301","2021-06-16","DIE","W",1.19468965517241,145
"3302","2021-06-16","SUP","W",1.25536111111111,144
"3303","2021-06-16","DIE","N",1.18606826568266,542
"3304","2021-06-16","SUP","N",1.25154079254079,429
"3305","2021-06-16","DIE","B",1.16869105691057,123
"3306","2021-06-16","SUP","B",1.24253125,96
"3307","2021-06-16","DIE","O",1.18265110565111,407
"3308","2021-06-16","SUP","O",1.25402717391304,368
"3309","2021-06-16","DIE","Sa",1.18836842105263,133
"3310","2021-06-16","SUP","Sa",1.250944,125
"3311","2021-06-16","DIE","T",1.20635211267606,213
"3312","2021-06-16","SUP","T",1.27222966507177,209
"3313","2021-06-16","DIE","V",1.206025,80
"3314","2021-06-16","SUP","V",1.26475675675676,74
"3315","2021-06-16","DIE","St",1.16794005449591,367
"3316","2021-06-16","SUP","St",1.23961919504644,323
"3317","2021-06-16","DIE","K",1.17549305555556,144
"3318","2021-06-16","SUP","K",1.25378723404255,141
"3319","2021-06-16","DIE",NA,1.18410399257196,2154
"3320","2021-06-16","SUP",NA,1.25274227344159,1909
"3321","2021-06-17","DIE","W",1.19802,150
"3322","2021-06-17","SUP","W",1.26013698630137,146
"3323","2021-06-17","DIE","N",1.18686594202898,552
"3324","2021-06-17","SUP","N",1.25277777777778,441
"3325","2021-06-17","DIE","B",1.16795041322314,121
"3326","2021-06-17","SUP","B",1.24283157894737,95
"3327","2021-06-17","DIE","O",1.18216788321168,411
"3328","2021-06-17","SUP","O",1.25680913978495,372
"3329","2021-06-17","DIE","Sa",1.18868702290076,131
"3330","2021-06-17","SUP","Sa",1.24783870967742,124
"3331","2021-06-17","DIE","T",1.20918468468468,222
"3332","2021-06-17","SUP","T",1.27314215686274,204
"3333","2021-06-17","DIE","V",1.20731325301205,83
"3334","2021-06-17","SUP","V",1.26658974358974,78
"3335","2021-06-17","DIE","St",1.16719946091644,371
"3336","2021-06-17","SUP","St",1.23895076923077,325
"3337","2021-06-17","DIE","K",1.18301369863014,146
"3338","2021-06-17","SUP","K",1.26099285714286,140
"3339","2021-06-17","DIE",NA,1.18525880201189,2187
"3340","2021-06-17","SUP",NA,1.25428675324675,1925
"3341","2021-06-18","DIE","W",1.20445578231293,147
"3342","2021-06-18","SUP","W",1.26865100671141,149
"3343","2021-06-18","DIE","N",1.19210849909584,553
"3344","2021-06-18","SUP","N",1.25835214446953,443
"3345","2021-06-18","DIE","B",1.17035135135135,111
"3346","2021-06-18","SUP","B",1.24372222222222,90
"3347","2021-06-18","DIE","O",1.18701488833747,403
"3348","2021-06-18","SUP","O",1.26024661246613,369
"3349","2021-06-18","DIE","Sa",1.18909558823529,136
"3350","2021-06-18","SUP","Sa",1.247816,125
"3351","2021-06-18","DIE","T",1.21864953271028,214
"3352","2021-06-18","SUP","T",1.2832009569378,209
"3353","2021-06-18","DIE","V",1.20125641025641,78
"3354","2021-06-18","SUP","V",1.26112162162162,74
"3355","2021-06-18","DIE","St",1.17017464788732,355
"3356","2021-06-18","SUP","St",1.24178504672897,321
"3357","2021-06-18","DIE","K",1.18485234899329,149
"3358","2021-06-18","SUP","K",1.26044755244755,143
"3359","2021-06-18","DIE",NA,1.1895284249767,2146
"3360","2021-06-18","SUP",NA,1.25834165366615,1923
"3361","2021-06-19","DIE","W",1.1998275862069,145
"3362","2021-06-19","SUP","W",1.26497297297297,148
"3363","2021-06-19","DIE","N",1.19233634719711,553
"3364","2021-06-19","SUP","N",1.25797482837528,437
"3365","2021-06-19","DIE","B",1.17227927927928,111
"3366","2021-06-19","SUP","B",1.24728125,96
"3367","2021-06-19","DIE","O",1.19416256157635,406
"3368","2021-06-19","SUP","O",1.26745054945055,364
"3369","2021-06-19","DIE","Sa",1.19490579710145,138
"3370","2021-06-19","SUP","Sa",1.25485039370079,127
"3371","2021-06-19","DIE","T",1.21900485436893,206
"3372","2021-06-19","SUP","T",1.28881067961165,206
"3373","2021-06-19","DIE","V",1.20771764705882,85
"3374","2021-06-19","SUP","V",1.27373076923077,78
"3375","2021-06-19","DIE","St",1.17319113573407,361
"3376","2021-06-19","SUP","St",1.24501869158879,321
"3377","2021-06-19","DIE","K",1.18278014184397,141
"3378","2021-06-19","SUP","K",1.26227857142857,140
"3379","2021-06-19","DIE",NA,1.19163653308481,2146
"3380","2021-06-19","SUP",NA,1.26167136150235,1917
"3381","2021-06-20","DIE","W",1.19433783783784,148
"3382","2021-06-20","SUP","W",1.25622916666667,144
"3383","2021-06-20","DIE","N",1.18869409660107,559
"3384","2021-06-20","SUP","N",1.25409523809524,441
"3385","2021-06-20","DIE","B",1.17144036697248,109
"3386","2021-06-20","SUP","B",1.24746464646465,99
"3387","2021-06-20","DIE","O",1.18741262135922,412
"3388","2021-06-20","SUP","O",1.2580108401084,369
"3389","2021-06-20","DIE","Sa",1.18452307692308,130
"3390","2021-06-20","SUP","Sa",1.24404098360656,122
"3391","2021-06-20","DIE","T",1.21117535545024,211
"3392","2021-06-20","SUP","T",1.27714563106796,206
"3393","2021-06-20","DIE","V",1.2006091954023,87
"3394","2021-06-20","SUP","V",1.261525,80
"3395","2021-06-20","DIE","St",1.16770391061453,358
"3396","2021-06-20","SUP","St",1.23899082568807,327
"3397","2021-06-20","DIE","K",1.17625170068027,147
"3398","2021-06-20","SUP","K",1.25472297297297,148
"3399","2021-06-20","DIE",NA,1.18606617306802,2161
"3400","2021-06-20","SUP",NA,1.25428409090909,1936
"3401","2021-06-21","DIE","W",1.18458450704225,142
"3402","2021-06-21","SUP","W",1.24369064748201,139
"3403","2021-06-21","DIE","N",1.18396370235935,551
"3404","2021-06-21","SUP","N",1.24837045454546,440
"3405","2021-06-21","DIE","B",1.17108695652174,115
"3406","2021-06-21","SUP","B",1.244375,96
"3407","2021-06-21","DIE","O",1.17983413461539,416
"3408","2021-06-21","SUP","O",1.24971883289125,377
"3409","2021-06-21","DIE","Sa",1.177265625,128
"3410","2021-06-21","SUP","Sa",1.237968,125
"3411","2021-06-21","DIE","T",1.20431651376147,218
"3412","2021-06-21","SUP","T",1.26595408163265,196
"3413","2021-06-21","DIE","V",1.18698780487805,82
"3414","2021-06-21","SUP","V",1.24604225352113,71
"3415","2021-06-21","DIE","St",1.16499727520436,367
"3416","2021-06-21","SUP","St",1.23540060240964,332
"3417","2021-06-21","DIE","K",1.1716013986014,143
"3418","2021-06-21","SUP","K",1.24804316546763,139
"3419","2021-06-21","DIE",NA,1.18025809435708,2162
"3420","2021-06-21","SUP",NA,1.24685796344648,1915
"3421","2021-06-22","DIE","W",1.19614,150
"3422","2021-06-22","SUP","W",1.25929931972789,147
"3423","2021-06-22","DIE","N",1.189,552
"3424","2021-06-22","SUP","N",1.25502227171492,449
"3425","2021-06-22","DIE","B",1.17520512820513,117
"3426","2021-06-22","SUP","B",1.24603260869565,92
"3427","2021-06-22","DIE","O",1.18888861985472,413
"3428","2021-06-22","SUP","O",1.25937135278515,377
"3429","2021-06-22","DIE","Sa",1.19059712230216,139
"3430","2021-06-22","SUP","Sa",1.25451127819549,133
"3431","2021-06-22","DIE","T",1.21769302325581,215
"3432","2021-06-22","SUP","T",1.27864102564102,195
"3433","2021-06-22","DIE","V",1.20711111111111,81
"3434","2021-06-22","SUP","V",1.26362162162162,74
"3435","2021-06-22","DIE","St",1.17020215633423,371
"3436","2021-06-22","SUP","St",1.24033850931677,322
"3437","2021-06-22","DIE","K",1.18010071942446,139
"3438","2021-06-22","SUP","K",1.24596992481203,133
"3439","2021-06-22","DIE",NA,1.18856729444189,2177
"3440","2021-06-22","SUP",NA,1.25537773152966,1922
"3441","2021-06-23","DIE","W",1.20564189189189,148
"3442","2021-06-23","SUP","W",1.2693355704698,149
"3443","2021-06-23","DIE","N",1.19314862385321,545
"3444","2021-06-23","SUP","N",1.26139635535308,439
"3445","2021-06-23","DIE","B",1.1755,114
"3446","2021-06-23","SUP","B",1.24876595744681,94
"3447","2021-06-23","DIE","O",1.19089447236181,398
"3448","2021-06-23","SUP","O",1.26153314917127,362
"3449","2021-06-23","DIE","Sa",1.19691851851852,135
"3450","2021-06-23","SUP","Sa",1.26371538461538,130
"3451","2021-06-23","DIE","T",1.22647368421053,209
"3452","2021-06-23","SUP","T",1.28956459330143,209
"3453","2021-06-23","DIE","V",1.21133734939759,83
"3454","2021-06-23","SUP","V",1.26973417721519,79
"3455","2021-06-23","DIE","St",1.17476404494382,356
"3456","2021-06-23","SUP","St",1.24638109756098,328
"3457","2021-06-23","DIE","K",1.18627586206897,145
"3458","2021-06-23","SUP","K",1.25767808219178,146
"3459","2021-06-23","DIE",NA,1.19332770745429,2133
"3460","2021-06-23","SUP",NA,1.26213223140496,1936
"3461","2021-06-24","DIE","W",1.20929452054794,146
"3462","2021-06-24","SUP","W",1.26964335664336,143
"3463","2021-06-24","DIE","N",1.19783152173913,552
"3464","2021-06-24","SUP","N",1.26373842592592,432
"3465","2021-06-24","DIE","B",1.178536,125
"3466","2021-06-24","SUP","B",1.25118947368421,95
"3467","2021-06-24","DIE","O",1.19588571428571,420
"3468","2021-06-24","SUP","O",1.26541304347826,368
"3469","2021-06-24","DIE","Sa",1.20136231884058,138
"3470","2021-06-24","SUP","Sa",1.2663203125,128
"3471","2021-06-24","DIE","T",1.23028638497653,213
"3472","2021-06-24","SUP","T",1.29981463414634,205
"3473","2021-06-24","DIE","V",1.21022368421053,76
"3474","2021-06-24","SUP","V",1.27787142857143,70
"3475","2021-06-24","DIE","St",1.17713333333333,360
"3476","2021-06-24","SUP","St",1.24918125,320
"3477","2021-06-24","DIE","K",1.18998529411765,136
"3478","2021-06-24","SUP","K",1.26346621621622,148
"3479","2021-06-24","DIE",NA,1.19703185595568,2166
"3480","2021-06-24","SUP",NA,1.26598323729701,1909
"3481","2021-06-25","DIE","W",1.20813793103448,145
"3482","2021-06-25","SUP","W",1.27118918918919,148
"3483","2021-06-25","DIE","N",1.20000914076783,547
"3484","2021-06-25","SUP","N",1.26458236658933,431
"3485","2021-06-25","DIE","B",1.18030769230769,117
"3486","2021-06-25","SUP","B",1.25101086956522,92
"3487","2021-06-25","DIE","O",1.20205980861244,418
"3488","2021-06-25","SUP","O",1.27210962566845,374
"3489","2021-06-25","DIE","Sa",1.20943795620438,137
"3490","2021-06-25","SUP","Sa",1.27662992125984,127
"3491","2021-06-25","DIE","T",1.23904608294931,217
"3492","2021-06-25","SUP","T",1.29786538461538,208
"3493","2021-06-25","DIE","V",1.21260759493671,79
"3494","2021-06-25","SUP","V",1.28654878048781,82
"3495","2021-06-25","DIE","St",1.18175482093664,363
"3496","2021-06-25","SUP","St",1.253922829582,311
"3497","2021-06-25","DIE","K",1.19431944444444,144
"3498","2021-06-25","SUP","K",1.26426241134752,141
"3499","2021-06-25","DIE",NA,1.20141347485002,2167
"3500","2021-06-25","SUP",NA,1.26951358411703,1914
"3501","2021-06-26","DIE","W",1.20953103448276,145
"3502","2021-06-26","SUP","W",1.27351020408163,147
"3503","2021-06-26","DIE","N",1.19985267034991,543
"3504","2021-06-26","SUP","N",1.2656129032258,434
"3505","2021-06-26","DIE","B",1.184144,125
"3506","2021-06-26","SUP","B",1.25348936170213,94
"3507","2021-06-26","SUP","O",1.27004736842105,380
"3508","2021-06-26","DIE","O",1.20199038461538,416
"3509","2021-06-26","DIE","Sa",1.20952205882353,136
"3510","2021-06-26","SUP","Sa",1.27777777777778,126
"3511","2021-06-26","DIE","T",1.24423287671233,219
"3512","2021-06-26","SUP","T",1.29905970149254,201
"3513","2021-06-26","DIE","V",1.22201234567901,81
"3514","2021-06-26","SUP","V",1.28328571428571,77
"3515","2021-06-26","DIE","St",1.18275346260388,361
"3516","2021-06-26","SUP","St",1.25727009646302,311
"3517","2021-06-26","DIE","K",1.19602816901408,142
"3518","2021-06-26","SUP","K",1.26614388489209,139
"3519","2021-06-26","DIE",NA,1.20282426199262,2168
"3520","2021-06-26","SUP",NA,1.27022367731797,1909
"3521","2021-06-27","DIE","W",1.20408609271523,151
"3522","2021-06-27","SUP","W",1.26658552631579,152
"3523","2021-06-27","DIE","N",1.19614389799636,549
"3524","2021-06-27","SUP","N",1.2604183908046,435
"3525","2021-06-27","DIE","B",1.18184552845529,123
"3526","2021-06-27","SUP","B",1.25086458333333,96
"3527","2021-06-27","DIE","O",1.19784729064039,406
"3528","2021-06-27","SUP","O",1.26598930481283,374
"3529","2021-06-27","DIE","Sa",1.20405035971223,139
"3530","2021-06-27","SUP","Sa",1.26621666666667,120
"3531","2021-06-27","DIE","T",1.23249056603774,212
"3532","2021-06-27","SUP","T",1.28962121212121,198
"3533","2021-06-27","DIE","V",1.20945569620253,79
"3534","2021-06-27","SUP","V",1.26395833333333,72
"3535","2021-06-27","DIE","St",1.1791935483871,372
"3536","2021-06-27","SUP","St",1.25215662650602,332
"3537","2021-06-27","DIE","K",1.18793103448276,145
"3538","2021-06-27","SUP","K",1.258375,144
"3539","2021-06-27","DIE",NA,1.1972890625,2176
"3540","2021-06-27","SUP",NA,1.26343421736869,1923
"3541","2021-06-28","DIE","W",1.19129861111111,144
"3542","2021-06-28","SUP","W",1.25522297297297,148
"3543","2021-06-28","DIE","N",1.19122586520947,549
"3544","2021-06-28","SUP","N",1.25445146726862,443
"3545","2021-06-28","DIE","B",1.18011764705882,119
"3546","2021-06-28","SUP","B",1.24944565217391,92
"3547","2021-06-28","DIE","O",1.19030568720379,422
"3548","2021-06-28","SUP","O",1.25725263157895,380
"3549","2021-06-28","DIE","Sa",1.19697826086957,138
"3550","2021-06-28","SUP","Sa",1.25974796747967,123
"3551","2021-06-28","DIE","T",1.22283111111111,225
"3552","2021-06-28","SUP","T",1.2785145631068,206
"3553","2021-06-28","DIE","V",1.19956962025316,79
"3554","2021-06-28","SUP","V",1.25691666666667,72
"3555","2021-06-28","DIE","St",1.17727717391304,368
"3556","2021-06-28","SUP","St",1.24708049535604,323
"3557","2021-06-28","DIE","K",1.18154166666667,144
"3558","2021-06-28","SUP","K",1.25217985611511,139
"3559","2021-06-28","DIE",NA,1.19137979890311,2188
"3560","2021-06-28","SUP",NA,1.25642834890966,1926
"3561","2021-06-29","DIE","W",1.20358783783784,148
"3562","2021-06-29","SUP","W",1.26690476190476,147
"3563","2021-06-29","DIE","N",1.19895446265938,549
"3564","2021-06-29","SUP","N",1.26459684684684,444
"3565","2021-06-29","DIE","B",1.1846218487395,119
"3566","2021-06-29","SUP","B",1.25615384615385,91
"3567","2021-06-29","DIE","O",1.19592592592593,405
"3568","2021-06-29","SUP","O",1.26550138504155,361
"3569","2021-06-29","DIE","Sa",1.20875177304965,141
"3570","2021-06-29","SUP","Sa",1.27872262773723,137
"3571","2021-06-29","DIE","T",1.23069302325581,215
"3572","2021-06-29","SUP","T",1.29144827586207,203
"3573","2021-06-29","DIE","V",1.21373076923077,78
"3574","2021-06-29","SUP","V",1.28389473684211,76
"3575","2021-06-29","DIE","St",1.18300276243094,362
